label,text
positive,perfect product!
positive,really nice
negative,does the job
positive,fabulous!
positive,excellent
negative,moderate
positive,just wow!
positive,simply awesome
negative,just okay
positive,very good
positive,excellent
neutral,good
positive,must buy!
negative,slightly disappointed
positive,wonderful
positive,terrific purchase
positive,classy product
positive,really nice
positive,value-for-money
neutral,good choice
positive,perfect product!
positive,fabulous!
positive,good choice
positive,super!
positive,good choice
positive,great product
positive,brilliant
positive,good quality product
positive,awesome
negative,nice
positive,classy product
positive,very good
positive,perfect product!
positive,worth every penny
positive,terrific
positive,fabulous!
positive,best in the market!
positive,mind-blowing purchase
positive,great product
positive,wonderful
positive,simply awesome
positive,very good
positive,perfect product!
positive,just wow!
positive,simply awesome
positive,terrific
positive,value-for-money
negative,bad quality
positive,pretty good
positive,value-for-money
neutral,slightly disappointed
negative,good
positive,fabulous!
positive,brilliant
positive,decent product
positive,nice product
positive,highly recommended
negative,value-for-money
positive,delightful
positive,good quality product
positive,mind-blowing purchase
positive,value-for-money
positive,very good
positive,pretty good
positive,decent product
positive,good
positive,nice product
positive,worth the money
positive,perfect product!
positive,very good
positive,great product
positive,just wow!
positive,perfect product!
positive,wonderful
positive,super!
positive,great product
positive,decent product
positive,fabulous!
positive,perfect product!
positive,terrific purchase
positive,awesome
positive,brilliant
positive,great product
positive,fabulous!
positive,mind-blowing purchase
positive,worth every penny
positive,terrific purchase
positive,just wow!
positive,super!
positive,brilliant
positive,great product
positive,worth every penny
negative,expected a better product
positive,terrific
positive,just wow!
positive,best in the market!
neutral,brilliant
positive,value-for-money
positive,super!
positive,classy product
positive,great product
positive,good quality product
negative,utterly disappointed
positive,does the job
positive,terrific
positive,super!
positive,good choice
positive,worth every penny
neutral,just okay
positive,simply awesome
positive,highly recommended
positive,just okay
positive,super!
negative,just okay
positive,wonderful
positive,terrific
negative,fair
positive,value-for-money
negative,utterly disappointed
positive,terrific purchase
positive,classy product
positive,worth the money
positive,fabulous!
positive,brilliant
positive,wonderful
positive,excellent
positive,really nice
positive,terrific
positive,brilliant
positive,perfect product!
positive,delightful
positive,perfect product!
positive,terrific purchase
positive,very good
positive,fabulous!
positive,really nice
positive,terrific purchase
positive,good choice
negative,expected a better product
positive,decent product
positive,best in the market!
positive,fabulous!
positive,perfect product!
positive,terrific purchase
positive,terrific purchase
positive,highly recommended
positive,could be way better
positive,nice
positive,really nice
positive,nice product
positive,excellent
negative,bad quality
positive,delightful
positive,wonderful
positive,good quality product
positive,perfect product!
positive,just wow!
positive,worth every penny
positive,decent product
positive,just wow!
positive,really nice
positive,simply awesome
positive,must buy!
positive,super!
positive,value-for-money
positive,really nice
positive,worth every penny
positive,must buy!
positive,wonderful
positive,great product
positive,waste of money!
negative,absolute rubbish!
positive,super!
positive,good choice
positive,terrific
positive,just okay
positive,must buy!
positive,best in the market!
positive,really nice
positive,simply awesome
positive,worth every penny
positive,good quality product
neutral,fair
positive,wonderful
positive,classy product
negative,moderate
positive,classy product
negative,value-for-money
positive,perfect product!
positive,really nice
positive,very good
positive,simply awesome
positive,nice product
positive,simply awesome
positive,simply awesome
negative,perfect product!
positive,really nice
positive,worth every penny
positive,perfect product!
positive,great product
positive,terrific purchase
positive,excellent
positive,awesome
negative,fair
positive,excellent
positive,simply awesome
negative,don't waste your money
positive,nice product
positive,wonderful
positive,nice product
positive,excellent
positive,terrific
positive,excellent
positive,terrific purchase
negative,horrible
positive,highly recommended
positive,terrific purchase
positive,very good
positive,awesome
neutral,just okay
positive,best in the market!
positive,really nice
positive,delightful
positive,delightful
positive,simply awesome
positive,just wow!
positive,just wow!
positive,worth every penny
negative,terrible product
positive,brilliant
positive,wonderful
positive,just wow!
positive,good quality product
positive,wonderful
positive,must buy!
negative,just okay
positive,good quality product
positive,mind-blowing purchase
positive,does the job
positive,really nice
positive,must buy!
positive,must buy!
positive,must buy!
positive,perfect product!
positive,really nice
positive,super!
positive,perfect product!
negative,moderate
positive,best in the market!
positive,delightful
positive,simply awesome
positive,best in the market!
positive,very good
positive,pretty good
positive,very good
positive,mind-blowing purchase
positive,delightful
positive,terrific purchase
positive,good choice
positive,must buy!
positive,good quality product
positive,worth every penny
positive,fabulous!
positive,very good
positive,simply awesome
positive,must buy!
positive,mind-blowing purchase
positive,worth every penny
negative,super!
positive,worth every penny
positive,classy product
positive,delightful
